RCT_ID,Title,Primary Investigator,DOI Number,First registered on,RCT_ID_num
AEARCTR-0000349,Behavioural Interventions to Increase Parental Engagament,Raj Chande,10.1257/rct.349-1.0,2014-05-25,349
AEARCTR-0000350,Evaluation of Mass Electricity Connections in Kenya,Edward Miguel,10.1257/rct.350-8.3,2014-04-23,350
AEARCTR-0000352,Understanding the Impacts of a Civic Participation Initiative in Rwanda: Experimental Findings,Ira Nichols-Barrer,10.1257/rct.352-3.0,2014-04-15,352
AEARCTR-0000353,Impacts of Selective Teacher Transfer Incentives,Steven Glazerman,10.1257/rct.353-1.0,2014-04-16,353
AEARCTR-0000354,The Role of Income in Banking,Dan Thompson,10.1257/rct.354-1.0,2014-04-21,354
AEARCTR-0000355,Plan-Do-Review,Todd Rogers,10.1257/rct.355-1.0,2014-04-20,355
AEARCTR-0000358,Nudging Good Politicians: How Conditional Incentives Impact Political Selection,Nico Ravanilla,10.1257/rct.358-3.0,2014-05-05,358
AEARCTR-0000362,Transport Subsidies and Job Matchmaking In South Africa,Sandra Sequeira,10.1257/rct.362-1.1,2014-06-19,362
AEARCTR-0000364,Informing Vulnerable Students About School Subsidies in Chile ,Claudia Martinez A.,10.1257/rct.364-1.0,2017-03-06,364
AEARCTR-0000365,Improving numeracy instruction for young children in Peru,Francisco Gallego,10.1257/rct.365-2.0,2014-10-07,365
AEARCTR-0000367,Personalizing Information to Improve Pension Savings,Jeanne Lafortune,10.1257/rct.367-4.0,2014-05-07,367
AEARCTR-0000368,DELIVERING CONDITIONAL CASH TRANSFERS VIA SAVINGS ACCOUNTS: DEFAULT AND MENTAL ACCOUNTING MECHANISMS,Silvia Prina,10.1257/rct.368-1.0,2014-05-06,368
AEARCTR-0000370,Evaluating the Effects of Entrepreneurship Edutainment in Egypt,Bastien Michel,10.1257/rct.370-3.0,2014-08-27,370
AEARCTR-0000371, Impact Evaluation of a Microcredit Program in Morocco,Esther  Duflo,10.1257/rct.371-2.0,2014-05-23,371
AEARCTR-0000376,Impacting non cognitive skills to reduce students' drop out in France,Adrien Bouguen,10.1257/rct.376-1.0,2017-02-17,376
AEARCTR-0000377,Diminishing the Effect of Vote-buying on Electoral Outcomes in India: A Pilot RCT to Test the Effectiveness of Radio Messages,Srinivasan Vasudevan,10.1257/rct.377-3.0,2014-05-14,377
AEARCTR-0000379,Remedial Science Education,Juan Esteban Saavedra,10.1257/rct.379-2.0,2014-05-15,379
AEARCTR-0000381,Study of the effect of zinc sulfate plus probiotics in outpatient children over 2 years with acute gastroenteritis admitted to the Qom City pediatric clinic during 2011 to 2013,Ehsan Jangholi,10.1257/rct.381-1.0,2014-05-16,381
AEARCTR-0000382,"Helping the Ultra-Poor Use Microcredit in Murshidabad, India",Esther  Duflo,10.1257/rct.382-3.0,2015-07-13,382
AEARCTR-0000386,"Pay-for-performance, Motivation and final output in the health sector in DRC",Elise Huillery,10.1257/rct.386-1.0,2014-05-17,386
AEARCTR-0000387,"Saving, by default - Statu quo bias in financial inclusion programs",Vincent Somville,10.1257/rct.387-3.1,2014-05-19,387
AEARCTR-0000388,Ultra-Poor Graduation Pilot in Yemen,Dean Karlan,10.1257/rct.388-1.0,2014-06-10,388
AEARCTR-0000391,"Impact of the ""Groupement de Créateurs"" support program on young people autonomy and social inclusion in France",Bruno Crepon,10.1257/rct.391-2.0,2014-08-17,391
AEARCTR-0000392,Myopic Consumption,Lore Vandewalle,10.1257/rct.392-6.0,2014-05-24,392
AEARCTR-0000394,Decentralizing education expenditures: primary school community grants in Niger,Elise Huillery,10.1257/rct.394-1.0,2016-03-14,394
AEARCTR-0000401,Stimulating Microenterprise Growth: Experimental Evidence from Uganda,Nathan Fiala,10.1257/rct.401-2.0,2014-06-06,401
AEARCTR-0000402,Bureaucrats vs. Politicians: A Field Experiment on Political Oversight over Bureaucrats,Pia Raffler,10.1257/rct.402-7.0,2015-08-31,402
AEARCTR-0000403,Dissemination of new agricultural technologies in Africa: making extension work,Luc BEHAGHEL,10.1257/rct.403-3.0,2014-06-26,403
AEARCTR-0000404,Impacts of Teach For America on student achievement and other outcomes,Steven Glazerman,10.1257/rct.404-2.0,2014-06-13,404
AEARCTR-0000405,READING CATCH-UP PROJECT: THE IMPACT OF AN 11-WEEK TEACHER SUPPORT PROGRAMME ON PUPIL READING PROFICIENCY,Stephen Taylor,10.1257/rct.405-1.0,2014-06-16,405
AEARCTR-0000408,Women farmers and barriers to technology adoption; a randomized evaluation of BRAC's extension program in rural Uganda,ERIKA DESERRANNO,10.1257/rct.408-1.0,2014-06-18,408
AEARCTR-0000410,Values Affirmation Exercise in Indian Schools,Nobuhiko Fuwa,10.1257/rct.410-2.0,2014-06-20,410
AEARCTR-0000411,Pay by Design Teacher Performance Pay Experiment in Rural China ,Prashant Loyalka,10.1257/rct.411-2.0,2014-06-23,411
AEARCTR-0000415,Technology adoption and performance of rural extension services in Paraguay,Ernesto Dal Bó,10.1257/rct.415-1.0,2014-07-05,415
AEARCTR-0000416,Do Energy Efficiency Investments Deliver? Evidence from the Weatherization Assistance Program,Catherine Wolfram,10.1257/rct.416-1.0,2015-01-27,416
AEARCTR-0000417,Government Service Provision - Pakistan,Charles Sprenger,10.1257/rct.417-1.0,2014-06-23,417
AEARCTR-0000419,Advertising for Demand Creation for Voluntary Medical Male Circumcision,Willa Friedman,10.1257/rct.419-2.0,2014-06-24,419
AEARCTR-0000421,Envision RCT ,Michael  Sanders,10.1257/rct.421-1.0,2014-06-30,421
AEARCTR-0000422,A trial for increasing tax declarations in Guatemala,Michael  Sanders,10.1257/rct.422-1.0,2014-06-30,422
AEARCTR-0000424,Using CAPTCHA and honesty primes to increase tax collection in Guatemala,Michael  Sanders,10.1257/rct.424-1.0,2014-06-30,424
AEARCTR-0000426,Using messaging-through-a-network to influence volunteering in the UK,Michael  Sanders,10.1257/rct.426-1.0,2014-07-02,426
AEARCTR-0000428,Evaluating a Social Action Programme in the UK,Michael  Sanders,10.1257/rct.428-1.0,2014-07-02,428
AEARCTR-0000429,Otilonium Bromide as Spasmolytic during Endoscopic Retrograde Cholangiopancreatography ,Barış Sevinç,10.1257/rct.429-1.0,2014-07-04,429
AEARCTR-0000430,Spasmolytic (Otilonium Bromide) Use in Upper Gastrointestinal Endoscopy: Randomized Prospective Trial,Barış Sevinç,10.1257/rct.430-1.0,2014-07-05,430
AEARCTR-0000433,Learning to trust your banker,Vincent Somville,10.1257/rct.433-7.0,2014-07-06,433
AEARCTR-0000435,High Hopes: Saving for High School with a Mobile Money Lock Box,William Jack,10.1257/rct.435-1.0,2014-07-26,435
AEARCTR-0000436,Evaluating Lottery Linked Savings Accounts Among the Poor in Mexico,Aisling  Scott,10.1257/rct.436-1.0,2014-08-08,436
AEARCTR-0000437,"Income Timing, Temptation, and Expenditures: Field Experimental Evidence from Malawi",Jason Kerwin,10.1257/rct.437-3.0,2014-07-15,437
AEARCTR-0000439,Increasing Attendance in a Large Urban School District,Todd Rogers,10.1257/rct.439-1.0,2014-07-13,439
AEARCTR-0000441,An Evaluation of a Credit-Building Loan Product and Credit-Building Counseling ,Dean Karlan,10.1257/rct.441-2.1,2014-10-06,441
AEARCTR-0000442,"Wealth, Health and Child Development: Evidence From Administrative Data on Swedish Lottery Players",David Cesarini,10.1257/rct.442-1.0,2014-07-18,442
AEARCTR-0000443,Evaluating the Socio-economic Impacts of   Western Seed’s Hybrid Maize Program,Michael R Carter,10.1257/rct.443-1.0,2014-07-31,443
AEARCTR-0000444,A Boarding School for Disadvantaged Students,Marc Gurgand,10.1257/rct.444-2.0,2014-08-13,444
AEARCTR-0000445,Evaluation of changing Blood Glucose serum level After Local Anesthetic Injection During Tooth Extraction,Hamidreza Mahaseni Aghdam,10.1257/rct.445-1.0,2014-07-20,445
AEARCTR-0000447,NOURISH: Nutrition and empowerment: evidence from women living with HIV in Uganda,Carol Newman,10.1257/rct.447-2.1,2014-07-21,447
AEARCTR-0000448,Risk and the modernization of agriculture,Kyle Emerick,10.1257/rct.448-2.0,2014-07-21,448
AEARCTR-0000449,Can simple seed fairs lead to increased adoption of modern seed varieties?,Kyle Emerick,10.1257/rct.449-1.0,2014-07-21,449
AEARCTR-0000450,Information Barriers to Public Service Delivery: Innovations in Strengthening Local Political Accountability in Uganda,Ana Garcia,10.1257/rct.450-1.0,2014-08-26,450
AEARCTR-0000451,Ethiopian Project on Interlinking Insurance with Credit for Agriculture,Craig McIntosh,10.1257/rct.451-1.0,2014-07-22,451
AEARCTR-0000452,Positive vs. Negative Incentives for Compliance: Evaluating a Randomized Tax Holiday,Thad Dunning,10.1257/rct.452-4.0,2014-07-23,452
AEARCTR-0000454,CDGP Nutrition Intervention,Imran Rasul,10.1257/rct.454-3.0,2014-07-30,454
AEARCTR-0000456,Making Family Farmers more Productive: Evaluating the Brazilian Model in Senegal and Malawi,Kate Ambler,10.1257/rct.456-2.0,2014-08-19,456
AEARCTR-0000458,Parent-School Communication based on text messages (SMS),Claudia Martinez A.,10.1257/rct.458-1.1,2014-08-06,458
AEARCTR-0000459,Estimating the Impacts of Microfranchising on Young Women in Nairobi,Pamela Jakiela,10.1257/rct.459-2.0,2014-08-21,459
AEARCTR-0000461,Economics of a Light Bulb: Experimental Evidence on CFLs and End-User Behavior,Eliana Carranza,10.1257/rct.461-1.0,2014-08-14,461
AEARCTR-0000466,Rules of Thumb: Providing Timely Useful Financial Management Advice at Scale,Antoinette Schoar,10.1257/rct.466-2.0,2014-08-05,466
AEARCTR-0000467,Engaging Parents at Scale: Evidence from an Automated Text Message Experiment (Pilot),PETER BERGMAN,10.1257/rct.467-1.0,2014-08-08,467
AEARCTR-0000468,"Labour market expectations, relative performance and subject choice",Peter Davies,10.1257/rct.468-1.0,2014-08-07,468
AEARCTR-0000469,HOTSPOTS- Sucre,Pilar CAF,10.1257/rct.469-2.0,2014-08-08,469
AEARCTR-0000470,Training and Technical Assistance for New Entrepreneurs in Morocco,Elise Huillery,10.1257/rct.470-1.0,2016-03-14,470
AEARCTR-0000471,"Counseling Welfare Recipients in Hauts de Seine, France",Bruno Crepon,10.1257/rct.471-1.0,2015-08-08,471
AEARCTR-0000472,Counseling the Unemployed in France (OPP/CVE),Bruno Crepon,10.1257/rct.472-1.0,2015-12-23,472
AEARCTR-0000473,Discrimination in Hiring and Anonymous CVs in France (CV Anonymes),Bruno Crepon,10.1257/rct.473-1.0,2015-12-17,473
AEARCTR-0000476,"Information Technology, Adult Education and Welfare",Jenny Aker,10.1257/rct.476-2.0,2014-08-07,476
AEARCTR-0000477,"Mobiles, Messages and Moutons",Jenny Aker,10.1257/rct.477-1.0,2014-08-07,477
AEARCTR-0000479,Lighting Up Bihar: Electricity Service Delivery as a Collection Action Problem,Sarur Chaudhary,10.1257/rct.479-1.0,2014-08-13,479
AEARCTR-0000481,Smart Data: Can Visualized Administrative Data Help Inform and Hold Public Stakeholders Accountable?,Charity Moore,10.1257/rct.481-3.0,2014-12-23,481
AEARCTR-0000485,Elucidating Avenues for Corruption: Micronutrient Fortification Strategies in India’s Mid-day Meals Program,Gauri Kartini Shastry,10.1257/rct.485-5.0,2014-10-15,485
AEARCTR-0000486,Agricultural insurance and contract farming,Jack Willis,10.1257/rct.486-2.0,2014-08-24,486
AEARCTR-0000487,An economic experiment on social preferences,Ingvild Almas,10.1257/rct.487-1.0,2014-08-19,487
AEARCTR-0000488,Growth Impact Pilot,James Phipps,10.1257/rct.488-4.0,2015-03-23,488
AEARCTR-0000490,The Impact of Packaging and Diagnosis on Adherence to Malaria Treatment in Uganda,Jessica Cohen,10.1257/rct.490-1.0,2014-09-03,490
AEARCTR-0000491,DETERRENCE AND RECIPROCITY EFFECTS ON TAX COMPLIANCE: EXPERIMENTAL EVIDENCE FROM VENEZUELA,Pilar CAF,10.1257/rct.491-9.0,2014-08-21,491
AEARCTR-0000492,"JOB TRAINING, SELECTION AND SELF DISCOVERY",Pilar CAF,10.1257/rct.492-8.0,2014-08-21,492
AEARCTR-0000493,Communicating with colleges about re-enrolling in college,Todd Rogers,10.1257/rct.493-1.0,2014-08-25,493
AEARCTR-0000494,Study Supporters,Todd Rogers,10.1257/rct.494-1.0,2014-08-27,494
AEARCTR-0000495,Social Networks and Productivity Spill-over within firms,Andreas Menzel,10.1257/rct.495-1.0,2014-08-29,495
AEARCTR-0000498,Improving Job Safety: The Impact of Providing Information to Firms and Workers in Chile,Jeanne Lafortune,10.1257/rct.498-2.0,2014-09-01,498
AEARCTR-0000500,Study on Wikipedia editing behavior,Marit Hinnosaar,10.1257/rct.500-1.0,2014-09-01,500
AEARCTR-0000501,Information is Power: Experimental Evidence on the Long-Run Impact of Community Based Monitoring,Martina Björkman Nyqvist,10.1257/rct.501-1.0,2014-09-02,501
AEARCTR-0000502,Gift Exchange at Work,Gautam Rao,10.1257/rct.502-5.0,2014-11-23,502
AEARCTR-0000505,General Equilibrium Effects of Cash Transfers in Kenya,Edward Miguel,10.1257/rct.505-25.0,2014-11-03,505
AEARCTR-0000507, Does Exposure to Ethnic Minorities Affect Support for Welfare Dualism? Evidence From a Field Experiment,Andreas Kotsadam,10.1257/rct.507-3.0,2014-09-11,507
AEARCTR-0000509,Changing norms and behaviors through entertainment TV: Impact Evaluation of the MTV series Shuga,Eliana La Ferrara,10.1257/rct.509-4.1,2014-09-16,509
AEARCTR-0000510,Promoting financial inclusion and savings in developed countries:  a randomized experiment in Italy,Timothée Demont,10.1257/rct.510-1.0,2014-09-17,510
AEARCTR-0000511,Girl's Economic Empowerment: Long Term Evidence from a Randomized Experiment in Tanzanian Schools,lars ivar oppedal berge,10.1257/rct.511-3.0,2014-09-17,511
AEARCTR-0000515,Impact Evaluation of the Entreprenant Status in Cotonou,David McKenzie,10.1257/rct.515-4.0,2014-10-07,515
AEARCTR-0000516,Using Text Messages to Increase Hospital Attendance,Michael  Sanders,10.1257/rct.516-1.0,2014-09-30,516
AEARCTR-0000517,Measuring Domestic Violence: A New Approach,Jorge Aguero,10.1257/rct.517-2.0,2014-09-29,517
AEARCTR-0000518,Evaluating the Impact of the Magic Bus Foundation’s Sports in Girls’ Education Programme,Ramanan Laxminarayan,10.1257/rct.518-1.1,2014-09-25,518
AEARCTR-0000521,"Interlinked Transactions, Saving Constraints, and Market Structure in Kenya Dairy Farming",Rocco Macchiavello,10.1257/rct.521-3.0,2014-10-06,521
AEARCTR-0000522,Improving financial literacy and participation of female entrepreneurs in Chile,Jeanne Lafortune,10.1257/rct.522-3.0,2014-10-08,522
AEARCTR-0000525,The Effect of Informative Letters on the Prescription and Receipt of Schedule II Controlled Substances,Amy Finkelstein,10.1257/rct.525-7.0,2014-10-06,525
AEARCTR-0000528,Upgrading Management Technology in Colombia,David McKenzie,10.1257/rct.528-9.1,2014-10-17,528
AEARCTR-0000529,Participation in Regulatory Drafting and Downstream Compliance,Edmund Malesky,10.1257/rct.529-4.0,2014-10-21,529
AEARCTR-0000530,Entrepreneurial community health delivery in Uganda: a cluster-randomized controlled trial ,Martina Björkman Nyqvist,10.1257/rct.530-1.0,2014-10-21,530
AEARCTR-0000531,"Memory of Corruption, Democratic Reforms, and Electoral Behavior in Paraguay",Stephane Straub,10.1257/rct.531-1.0,2015-07-02,531
AEARCTR-0000532,Hysteroscopic-guided Endometrial Injury in Women With Unexplained Infertility ,Tarek Shokeir,10.1257/rct.532-2.0,2014-10-22,532
AEARCTR-0000533,Effect of pregnancy test kits on family planning clients supplied by community health workers, ,10.1257/rct.533-2.0,2014-10-24,533
AEARCTR-0000536,One Step at a Time: The Effects of an Early Literacy Text Messaging Program for Parents of Preschoolers,Benjamin York,10.1257/rct.536-1.0,2014-10-28,536
AEARCTR-0000537,Early intervention in repeat cases of domestic violence: An evaluation of Project 360,Martin Foureaux Koppensteiner,10.1257/rct.537-5.0,2014-10-30,537
AEARCTR-0000539,"Effectiveness of Evidence-Based Medicine on Knowledge, Attitudes, and Practices of Family Planning Providers:  A Randomized Experiment in Jordan",Marianne El-Khoury,10.1257/rct.539-1.0,2014-11-03,539
AEARCTR-0000540,The effect of information on attitudes toward repugnant transactions,Nicola Lacetera,10.1257/rct.540-2.0,2014-11-09,540
AEARCTR-0000541,Evaluating Alternative Cash Transfer Designs in Kenya Using Behavioral Economics,Paul Niehaus,10.1257/rct.541-2.3,2014-11-05,541
AEARCTR-0000543,Racial Discrimination in Local Public Services,Michael Vlassopoulos,10.1257/rct.543-1.0,2015-02-26,543
AEARCTR-0000550,The Role of Hard and Soft Skills in Entrepreneurial Success:  Experimental Evidence from Uganda,Nathan Fiala,10.1257/rct.550-1.0,2014-11-07,550
AEARCTR-0000551,Does Reading During the Summer Build Reading Skills?,Jonathan Guryan,10.1257/rct.551-2.0,2014-11-12,551
AEARCTR-0000554,Zusha! A randomized behavior change road safety intervention,William Jack,10.1257/rct.554-1.0,2014-11-13,554
AEARCTR-0000556,Using Social Networks to Promote New Agricultural Technologies ,Ahmed Mobarak,10.1257/rct.556-1.0,2015-01-16,556
AEARCTR-0000558,Preferences for Religious Giving,Paul Seabright,10.1257/rct.558-4.0,2015-02-11,558
AEARCTR-0000559,Impact Evaluation of Scaling Up Sweet potato Through Agriculture and Nutrition (SUSTAIN) Project in Rwanda,Mywish Maredia,10.1257/rct.559-1.0,2014-11-22,559
AEARCTR-0000560,Does Better Information Lead to Better Choices? Evidence from Energy-Efficiency Labels,Gilbert Metcalf,10.1257/rct.560-1.0,2014-11-23,560
AEARCTR-0000561,Harvesting Rainfall: Randomized Cistern Deployment in Northeast Brazil,Marco Gonzalez-Navarro,10.1257/rct.561-2.1,2014-12-02,561
AEARCTR-0000563,Can a Decision-Making Nudge Improve Birth Outcomes?: A Pilot Randomized Experiment in Nairobi,Jessica Cohen,10.1257/rct.563-1.0,2014-12-01,563
AEARCTR-0000566,Nudging Good Politicians: How Conditional Incentives Impact Political Selection (PART II),Nico Ravanilla,10.1257/rct.566-3.0,2014-12-04,566
AEARCTR-0000567,Safe Sex for a Chance to Win: Evidence from a field experiment on HIV Prevention,Martina Björkman Nyqvist,10.1257/rct.567-1.0,2014-12-05,567
AEARCTR-0000568,A Field Experiment on Leveraging Intrinsic Motivation in Public Service Delivery,Scott Lee,10.1257/rct.568-2.0,2014-12-06,568
AEARCTR-0000569,Relative Pay Comparisons in the Workplace: Field Evidence on Effort and Labor Supply,Yogita Shamdasani,10.1257/rct.569-2.0,2015-02-13,569
AEARCTR-0000570,Impact evaluation of Jeevika,Vijayendra  Rao,10.1257/rct.570-1.0,2015-04-24,570
AEARCTR-0000571,Publicity and Compliance in the Colombia Tutela,Jeffrey Staton,10.1257/rct.571-1.0,2015-01-07,571
AEARCTR-0000572,"Urban Drinking Water and Health Outcomes – Early Phase Study for a Randomized Controlled Trial in Accra, Ghana",Jim Wright,10.1257/rct.572-1.0,2014-12-12,572
AEARCTR-0000573,Office hysteroscopic-guided pertubal bupivacaine (0.25%) infusion for endometriosis-associated pelvic pain: a randomized pilot study,Tarek Shokeir,10.1257/rct.573-1.0,2014-12-10,573
